Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,label
35.07,975.49,-1.35,-5.52,-2931.13,0.09300000000000001,-0.0009999999999999992,0.969,319.27,0
29.99,975.55,-1.1,-0.73,-279.9100000000001,0.004,0.003,0.995,318.66,0
32.56,976.16,-1.04,-0.26,-761.51,-0.004,0.0009999999999999992,1.001,313.48,0
24.13,824.04,-1.89,0.030000000000000027,-56.789999999999964,-0.001,0.002,0.992,1709.87,1
32.12,975.96,-1.41,-5.27,-4091.02,0.084,-0.004,0.987,315.16,0
32.05,975.75,-1.16,-0.52,-571.73,0.0,0.004,0.996,316.98,0
32.24,975.43,-1.28,-1.0,-1448.4,0.006,0.002,0.999,319.78,0
31.54,975.47,-1.13,1.7999999999999996,-2426.75,-0.039,0.0,0.999,319.37,0
31.81,975.9,-1.56,0.6199999999999999,-1502.32,-0.019000000000000003,-0.003000000000000001,1.006,315.73,0
33.65,976.21,-2.37,-10.61,-111.92000000000007,0.04,-0.089,0.936,313.08,0
32.17,976.1,-1.01,-1.82,-2480.04,0.024,0.002,0.996,313.99,0
31.55,975.51,-1.14,1.8499999999999999,-2406.3,-0.039,0.0009999999999999992,1.003,319.07,0
19.75,974.7,-1.11,-0.68,-503.2099999999998,0.003,-0.003000000000000001,0.997,326.0,1
32.28,975.94,-1.47,-4.44,-4335.62,0.069,-0.008000000000000002,0.992,315.36,0
32.42,975.23,-1.4,-5.99,-2885.17,0.095,-0.004999999999999999,0.977,321.43,1
32.23,975.94,43.58,-4.1,-4689.29,0.055,0.764,0.508,315.33,1
31.43,975.17,-1.29,-3.7299999999999995,-4960.3,0.055,-0.003000000000000001,0.989,321.95,0
32.39,975.41,-1.59,-0.31000000000000005,-2337.5,-0.001999999999999999,-0.004999999999999999,1.001,319.95,0
32.22,975.37,-1.25,-1.04,-1614.38,0.014,0.0009999999999999992,0.993,320.27,0
33.31,975.81,-1.26,-0.53,-448.4899999999998,0.0010000000000000005,0.0009999999999999992,0.993,316.47,0
32.52,976.19,-0.98,-1.89,-1024.55,0.025,0.005,0.994,313.26,0
31.99,975.96,-1.53,-0.85,-449.72,0.008,-0.002,0.992,315.22,0
29.55,975.02,-0.84,43.97,-5634.41,-0.797,0.011,0.766,323.29,1
32.21,976.17,-1.0,-1.79,-2315.72,0.026999999999999996,0.002,0.993,313.37,0
31.64,975.82,-1.28,-0.56,-42.2199999999998,-0.001,0.004,0.994,316.41,0
31.71,975.73,-1.3,-0.53,-1261.02,-0.004,0.0009999999999999992,0.994,317.2,0
32.19,975.74,-1.24,-0.53,-534.4299999999998,0.0010000000000000005,-0.0009999999999999992,1.002,317.12,0
32.44,975.29,-1.44,-5.980000000000001,-2722.68,0.095,0.0,0.983,320.95,1
31.73,975.77,-1.2,-0.5899999999999999,-150.0,0.002,0.004,0.996,316.81,0
32.26,976.15,-1.01,-1.83,-1949.24,0.022,0.0009999999999999992,0.988,313.55,0
31.73,975.87,-1.61,0.6299999999999999,-2249.0,-0.021999999999999992,-0.004999999999999999,1.0,315.96,0
31.78,975.85,-1.6,0.5900000000000001,-1730.8,-0.019999999999999997,-0.007000000000000001,1.002,316.15,0
30.88,975.24,-1.24,-3.710000000000001,-4864.03,0.056,-0.004999999999999999,0.976,321.34,0
31.9,975.9,-1.45,0.6399999999999999,-806.1199999999999,-0.017,-0.004,0.991,315.75,0
31.52,975.41,-1.3,-6.58,-2624.03,0.107,-0.003000000000000001,0.972,319.91,0
32.19,975.95,96.63,4.18,-4732.93,0.549,1.394,2.046,315.29,1
26.96,975.41,-1.11,-0.49,-44.179999999999836,-0.001999999999999999,0.0,0.992,319.94,1
32.31,975.03,-1.26,-3.7299999999999995,-5204.5599999999995,0.054000000000000006,-0.0009999999999999992,0.988,323.17,0
36.03,976.17,-1.14,-0.37,-2658.85,-0.001999999999999999,-0.0009999999999999992,0.982,313.37,1
32.42,975.08,-1.35,-4.17,-3772.14,0.066,-0.004,0.986,322.74,0
32.33,976.11,-1.05,-1.84,-1553.78,0.026999999999999996,-0.0009999999999999992,0.991,313.88,0
31.72,975.77,-1.26,-0.57,-165.95000000000027,-0.001999999999999999,0.0,0.996,316.8,0
35.27,976.2,-1.03,-0.22000000000000008,-232.51999999999998,-0.004999999999999999,0.002,0.998,313.11,1
31.63,975.55,-1.11,1.84,-2200.73,-0.039,-0.0009999999999999992,1.001,318.72,0
32.37,976.01,-1.12,-6.2700000000000005,-3279.82,0.096,0.0009999999999999992,0.985,314.8,0
32.28,976.02,-1.75,-4.76,-3686.49,0.073,-0.008000000000000002,0.984,314.7,0
33.33,976.15,-0.84,-0.44,-116.92000000000007,0.016,-0.01,0.951,313.52,0
31.93,975.51,-1.1,-0.82,-183.45000000000005,0.003,0.0009999999999999992,0.996,319.09,0
31.99,975.93,22.22,35.32,-529.28,-0.9380000000000001,0.07199999999999998,0.939,315.42,1
32.23,976.18,-1.03,-1.81,-2069.46,0.019999999999999997,0.0,0.992,313.28,0
32.46,976.08,-0.92,-6.34,-2788.26,0.101,0.002,0.979,314.18,0
32.79,976.2,-1.01,-0.26,-438.71000000000004,-0.004999999999999999,0.0009999999999999992,0.996,313.17,0
32.39,975.4,85.56,6.27,-2228.81,-0.16,1.205,0.22699999999999998,320.0,1
16.18,969.79,-1.19,-3.25,-4655.98,0.048,0.0,0.993,367.78,1
31.56,975.53,-1.16,1.8299999999999998,-2329.47,-0.041,-0.0009999999999999992,0.993,318.89,0
32.43,975.23,-1.47,-5.980000000000001,-2895.38,0.09,-0.004999999999999999,0.979,321.48,1
32.33,975.93,-1.59,-6.2,-4356.15,0.10499999999999998,-0.004,0.985,315.41,0
32.17,976.13,-1.04,-1.79,-2489.59,0.019999999999999997,0.002,0.991,313.76,0
32.19,975.44,-1.32,1.07,-1017.6799999999998,-0.03,0.0,0.996,319.68,0
31.64,975.56,-1.13,1.84,-2139.1,-0.04,0.0,0.998,318.62,0
32.22,975.42,36.02,2.26,-866.0999999999999,-0.062,0.599,0.88,319.81,1
32.21,975.42,-1.26,-1.05,-1541.73,0.009,-0.0009999999999999992,0.99,319.85,0
33.36,976.03,-1.42,-5.23,-3736.44,0.08,-0.003000000000000001,0.994,314.59,0
31.82,975.88,-1.53,0.6199999999999999,-1214.85,-0.018000000000000002,-0.007000000000000001,0.998,315.85,0
32.58,976.17,-1.09,-0.27,-737.4099999999999,-0.002999999999999999,0.003,0.997,313.43,0
31.98,975.95,-1.41,0.6399999999999999,-698.71,-0.021000000000000005,-0.0009999999999999992,0.995,315.26,0
32.71,976.08,-1.06,-1.66,-2746.39,0.022,0.0009999999999999992,0.994,314.13,0
32.31,975.4,-1.31,-1.03,-1338.91,0.009,0.004,0.998,319.98,0
32.38,976.16,-1.01,-1.83,-1367.21,0.023,0.0,0.997,313.48,0
32.21,976.01,-1.08,-5.97,-3137.1,0.09300000000000001,0.0009999999999999992,0.983,314.73,0
24.13,824.04,-1.78,2.51,-121.00999999999999,-0.04,-0.007000000000000001,1.01,1709.87,1
31.65,975.64,-1.12,1.84,-1680.72,-0.046,-0.002,1.0,317.96,0
32.14,975.94,-1.41,-5.28,-4169.08,0.087,-0.003000000000000001,0.984,315.34,0
32.32,975.4,6.41,75.57,-1240.8899999999999,-1.136,0.101,0.755,320.0,1
32.03,976.0,-1.48,-0.83,-338.29999999999995,0.008,-0.006,0.999,314.85,0
32.07,975.47,-1.11,-0.87,-637.5,0.011,0.002,0.997,319.4,0
31.77,975.82,-1.53,0.6399999999999999,-1838.14,-0.017,-0.003000000000000001,0.995,316.39,0
32.41,975.08,-1.46,19.829999999999995,-3792.22,-0.45,0.137,0.978,322.73,1
32.21,976.18,-1.02,-1.81,-2228.85,0.024,0.003,0.989,313.33,0
31.69,975.65,-1.23,1.9100000000000004,-1806.53,-0.042,-0.0009999999999999992,1.003,317.89,0
32.27,976.16,-1.07,-1.82,-1800.73,0.020999999999999998,0.0,0.995,313.49,0
31.72,975.87,-1.58,0.6299999999999999,-2428.76,-0.017,-0.008000000000000002,0.993,315.96,0
31.69,975.82,-1.57,0.6299999999999999,-2816.66,-0.019000000000000003,-0.004,0.994,316.43,0
32.14,976.12,-1.0,-1.79,-2567.01,0.022,0.0,0.999,313.86,0
31.44,975.5,-1.19,-0.56,-9.230000000000018,-0.001999999999999999,-0.0009999999999999992,0.997,319.16,0
30.82,975.23,-1.24,-3.7199999999999998,-4859.01,0.059,0.0009999999999999992,0.985,321.42,0
36.54,975.47,-1.07,-0.20999999999999996,-34.63999999999987,-0.006,0.003,0.996,319.38,1
31.83,975.88,-1.54,0.6199999999999999,-1154.54,-0.021000000000000005,-0.004,0.995,315.86,0
32.29,975.04,-1.28,-3.79,-4118.81,0.059,-0.004999999999999999,0.987,323.13,0
31.43,975.43,-1.29,-6.6,-2827.69,0.104,0.0,0.982,319.77,0
32.38,975.41,-7.9799999999999995,4.869999999999999,-1946.54,-0.043,-0.12199999999999998,0.821,319.88,1
31.43,975.47,-1.17,-0.56,-24.050000000000182,0.004,-0.002,1.001,319.4,0
32.5,975.93,-1.59,-4.76,-4417.03,0.073,-0.006,0.985,315.43,0
32.31,975.42,-1.26,-1.02,-1333.66,0.005,-0.0009999999999999992,0.994,319.83,0
31.58,975.45,24.42,18.090000000000003,-2596.33,-0.403,0.442,0.795,319.59,1
32.45,975.2,-20.99,0.8800000000000003,-3186.83,1.131,0.459,1.595,321.75,1
23.72,975.37,-1.1,-0.69,-401.61999999999966,0.002,-0.0009999999999999992,1.0,320.23,1
30.77,975.01,-1.13,0.15999999999999992,-5747.5,-0.013,0.0009999999999999992,0.997,323.36,0
31.91,975.43,-1.26,-0.56,-36.73000000000002,-0.001999999999999999,-0.004999999999999999,0.996,319.72,0
32.0,975.5,-1.1,-0.86,-431.01,0.007,0.0009999999999999992,0.993,319.16,0
31.96,975.49,-1.12,-0.84,-345.0500000000002,0.006,0.0009999999999999992,0.995,319.22,0
32.38,975.38,-1.37,-8.46,-1992.88,0.132,-0.0009999999999999992,0.968,320.21,1
32.32,975.92,-1.58,-4.84,-4495.52,0.075,-0.004999999999999999,0.985,315.55,0
32.31,975.09,-1.32,-4.16,-3504.02,0.065,-0.004,0.98,322.94,0
32.2,975.45,-1.33,1.07,-951.98,-0.028000000000000004,-0.004,1.003,319.54,0
31.83,975.44,-1.27,-6.45,-3088.92,0.104,-0.0009999999999999992,0.98,319.67,0
36.5,976.22,-1.12,0.3800000000000001,-218.3499999999999,-0.009000000000000001,0.002,0.99,312.95,1
31.53,975.43,-1.3,-6.55,-2592.72,0.102,-0.0009999999999999992,0.979,319.71,0
30.33,975.49,-1.14,-0.76,-177.71000000000004,0.002,0.002,0.992,319.21,0
32.25,975.96,-1.4,-2.8599999999999994,-4215.98,0.028999999999999998,-0.003000000000000001,1.001,315.23,0
31.83,975.9,-1.47,0.6199999999999999,-1144.53,-0.021999999999999992,-0.004,0.997,315.72,0
31.82,975.91,-1.47,0.6299999999999999,-1366.22,-0.019999999999999997,-0.006,0.994,315.59,0
32.31,975.06,-1.33,-4.17,-3682.66,0.062000000000000006,-0.003000000000000001,0.987,322.89,0
32.31,976.1,-0.96,-1.81,-1582.29,0.025,0.003,0.989,313.99,0
32.29,975.04,-1.24,-3.8,-4174.62,0.059,-0.004,0.986,323.13,0
32.18,975.95,78.83,6.45,-4749.75,0.01,1.445,1.243,315.29,1
32.26,975.94,-1.38,-5.25,-3887.47,0.083,-0.0009999999999999992,0.986,315.33,0
31.2,975.43,-1.25,-0.64,-46.90000000000009,0.002,0.0,0.994,319.74,0
31.55,975.46,-1.18,1.8299999999999998,-2334.6,-0.045,-0.003000000000000001,0.996,319.46,0
32.38,975.43,83.23,-1.14,-2244.94,0.38400000000000006,0.417,2.055,319.7,1
31.73,975.72,-1.19,-0.56,-1094.1,0.006,0.003,0.991,317.24,0
13.760000000000002,974.86,-1.19,-3.4399999999999995,-5295.869999999999,0.049,-0.002,0.984,324.63,1
32.04,975.51,-1.1,-0.84,-562.0900000000001,0.008,0.003,0.991,319.02,0
31.92,975.47,-1.18,-0.82,-223.65999999999985,0.007,0.002,0.991,319.38,0
32.26,975.03,-1.24,-3.8,-4230.48,0.05999999999999999,-0.003000000000000001,0.988,323.22,0
24.13,824.04,-0.96,-1.25,-493.49000000000024,0.009,0.0,0.992,1709.87,1
32.24,975.39,-1.24,-1.06,-1749.01,0.009,-0.004,0.989,320.06,0
31.9,975.88,-1.51,0.6299999999999999,-944.9299999999998,-0.019000000000000003,-0.004,1.005,315.84,0
32.81,976.18,-1.04,-0.27,-424.6100000000001,-0.001999999999999999,0.002,0.993,313.29,0
32.23,976.0,-1.13,-5.45,-3480.57,0.087,0.0,0.984,314.89,0
33.82,975.51,-1.31,-6.490000000000001,-2947.5,0.1,0.0009999999999999992,0.978,319.05,0
31.8,975.87,-1.49,0.6100000000000001,-1542.68,-0.019000000000000003,-0.0009999999999999992,0.995,315.99,0
31.47,975.41,-1.27,-6.59,-2754.78,0.10499999999999998,0.0,0.981,319.92,0
32.61,975.45,-1.07,-0.5,-21.639999999999873,0.0010000000000000005,0.005,0.995,319.61,0
31.44,975.48,-1.22,-0.56,-29.01000000000022,-0.001999999999999999,-0.002,0.994,319.36,0
31.78,975.83,-1.52,0.6599999999999997,-1710.25,-0.021999999999999992,-0.008000000000000002,0.991,316.34,0
31.91,975.47,-1.08,-0.79,-138.0999999999999,0.005,0.002,0.994,319.39,0
31.99,974.97,-1.13,0.15999999999999992,-5878.82,-0.011000000000000001,-0.0009999999999999992,0.995,323.66,0
31.73,975.79,-1.59,0.6199999999999999,-2125.25,-0.021000000000000005,-0.006,0.996,316.63,0
31.84,975.69,-1.3,-0.52,-720.6799999999998,-0.002999999999999999,-0.0009999999999999992,0.991,317.51,0
24.13,824.04,-1.48,-0.010000000000000009,-75.54999999999973,0.002,0.007,1.012,1709.87,1
32.23,975.39,-1.23,-1.05,-1717.95,0.008,0.002,0.999,320.09,0
35.83,975.88,-1.37,0.41999999999999993,-389.28999999999996,-0.014999999999999998,0.002,1.003,315.87,1
22.4,971.28,-1.06,-0.5,-29.559999999999945,-0.001999999999999999,-0.002,0.994,355.47,1
32.26,976.13,-1.01,-1.83,-1819.85,0.025999999999999995,0.003,0.989,313.72,0
31.88,975.95,-1.49,0.6299999999999999,-850.72,-0.023,-0.002,0.998,315.28,0
26.96,975.16,-1.27,-3.67,-4696.0,0.056,0.0009999999999999992,0.992,322.09,1
32.33,975.03,-1.29,-3.79,-4306.58,0.055,-0.003000000000000001,0.982,323.17,0
32.36,975.14,-1.32,-4.16,-3393.67,0.058,-0.002,0.982,322.23,0
32.27,975.92,-1.33,-5.23,-3877.1,0.082,-0.006,0.989,315.51,0
32.4,975.94,-1.56,-4.8,-4443.1,0.074,-0.004999999999999999,0.983,315.36,0
32.38,976.13,-1.02,-1.82,-1391.02,0.022,-0.0009999999999999992,0.997,313.71,0
32.34,976.04,-1.48,-2.9299999999999997,-2997.53,0.042,-0.004999999999999999,0.993,314.53,0
31.86,975.71,-1.29,-0.55,-699.25,0.003,0.0,0.999,317.31,0
31.66,975.58,-1.23,1.9100000000000004,-1864.36,-0.045,0.002,1.002,318.48,0
32.02,975.97,-1.48,-0.8,-362.4799999999998,0.005,-0.003000000000000001,0.996,315.15,0
32.15,975.93,-1.35,-5.28,-3997.0,0.084,-0.002,0.989,315.49,0
31.47,975.39,-1.32,-6.6,-2906.09,0.108,-0.007000000000000001,0.975,320.08,0
32.46,976.04,-1.61,-3.9799999999999995,-3323.26,0.065,-0.007000000000000001,0.993,314.49,0
32.09,975.47,-1.14,-0.86,-662.71,0.009,-0.0009999999999999992,0.994,319.4,0
27.32,974.95,-1.27,-3.710000000000001,-5437.65,0.058,0.0009999999999999992,0.985,323.85,0
32.65,976.18,-1.09,-0.28,-622.96,-0.002999999999999999,-0.0009999999999999992,0.992,313.33,0
35.04,976.04,-1.3,0.1399999999999999,-306.0500000000002,-0.009000000000000001,-0.003000000000000001,1.0,314.49,1
31.6,975.56,-1.1,1.82,-2226.58,-0.04,0.0009999999999999992,0.996,318.62,0
32.3,976.01,-0.92,-6.320000000000001,-2957.45,0.09899999999999999,0.0009999999999999992,0.988,314.75,0
32.39,975.02,-1.29,-3.7799999999999994,-4392.76,0.057,-0.004,0.986,323.29,0
32.33,975.06,-1.3,-4.17,-3722.33,0.068,0.0009999999999999992,0.99,322.92,0
32.02,975.74,-1.2,-0.5,-587.52,-0.002999999999999999,0.0009999999999999992,0.987,317.08,0
32.27,975.39,-1.28,-1.03,-1375.54,0.011,-0.0009999999999999992,0.997,320.13,0
31.73,975.84,-1.57,0.5900000000000001,-2151.12,-0.021000000000000005,-0.004,0.999,316.25,0
31.75,975.81,-1.63,0.6299999999999999,-2017.29,-0.021999999999999992,-0.006,0.995,316.51,0
31.73,975.83,-1.63,0.6199999999999999,-2120.1,-0.018000000000000002,-0.009,0.997,316.29,0
32.21,975.4,-1.31,-1.06,-1836.97,0.009,0.0009999999999999992,0.993,319.99,0
31.77,975.87,-1.59,0.6199999999999999,-1792.33,-0.021999999999999992,-0.004999999999999999,0.989,315.97,0
31.54,975.48,-18.3,78.19,-2587.31,-1.653,-0.254,0.07099999999999995,319.34,1
32.27,976.15,-0.99,-1.83,-1662.61,0.023,0.002,0.992,313.59,0
32.24,975.99,-0.84,-5.63,-3563.45,0.087,0.007,0.977,314.9,0
31.42,975.44,-1.31,-6.6,-2848.38,0.10499999999999998,0.0,0.982,319.68,0
29.16,975.46,-1.08,-0.63,-260.39999999999986,0.0010000000000000005,0.0,0.992,319.49,0
32.27,975.03,-1.28,-3.7299999999999995,-5173.950000000001,0.057,-0.004999999999999999,0.979,323.15,0
31.43,975.44,-1.16,-0.57,-44.01000000000022,0.002,0.002,1.001,319.7,0
32.26,976.02,-0.96,-6.33,-2982.25,0.102,0.0009999999999999992,0.984,314.71,0
31.47,975.41,-1.36,-6.61,-2884.98,0.103,-0.002,0.982,319.93,0
32.11,975.39,-1.22,-0.58,-8.840000000000146,0.0,0.002,0.991,320.06,0
30.53,975.21,-1.27,-3.74,-4833.63,0.054000000000000006,-0.003000000000000001,0.989,321.3,0
32.18,976.13,-1.01,-1.8,-2484.86,0.017,-0.002,0.996,313.81,0
32.38,975.4,-1.32,-8.42,-1982.46,0.132,-0.0009999999999999992,0.97,320.02,1
31.19,975.42,-1.19,-0.75,-21.610000000000127,0.002,0.003,0.996,319.86,0
32.0,975.42,0.9200000000000002,-5.94,-102.56999999999994,0.10999999999999999,0.052,1.005,319.87,0
32.31,975.01,-1.25,-3.8,-4468.84,0.057,-0.0009999999999999992,0.984,323.34,0
31.84,974.99,-1.16,0.1499999999999999,-5848.5,-0.014,-0.0009999999999999992,0.999,323.56,0
32.22,976.0,-1.07,-5.94,-3096.83,0.09,0.0,0.985,314.87,0
32.2,975.45,-1.35,1.09,-977.3499999999999,-0.026999999999999996,-0.002,0.998,319.6,0
32.37,975.37,-1.58,-0.30000000000000004,-2500.89,-0.006,-0.004999999999999999,1.001,320.26,0
31.99,975.47,-1.12,-0.84,-415.81999999999994,0.006,0.0,0.994,319.41,0
31.66,975.63,-1.21,1.89,-1774.95,-0.043,0.004,0.999,318.04,0
32.13,975.95,-1.38,-5.28,-4106.62,0.081,-0.006,0.984,315.25,0
32.37,976.01,-1.59,-4.390000000000001,-3697.85,0.068,-0.007000000000000001,0.985,314.77,0
32.1,975.96,-1.42,-5.29,-4028.35,0.087,-0.004,0.99,315.15,0
32.26,976.13,-0.98,-1.82,-1686.37,0.024,0.0,0.993,313.76,0
32.46,976.14,-1.0,-1.86,-1185.62,0.022,0.003,0.999,313.62,0
32.62,976.18,-1.05,-0.26,-694.1500000000001,-0.004999999999999999,0.002,0.993,313.31,0
31.54,975.52,-1.12,1.8299999999999998,-2349.97,-0.039,-0.0009999999999999992,0.995,318.98,0
32.12,976.08,-1.02,-1.8,-2557.34,0.025,0.004,0.991,314.15,0
31.68,975.67,-1.21,-0.54,-1482.16,0.0010000000000000005,-0.0009999999999999992,0.993,317.65,0
32.1,975.51,-1.12,-0.85,-692.98,0.007,0.0009999999999999992,0.992,319.07,0
31.47,975.46,-1.26,-6.61,-2760.0,0.109,-0.0009999999999999992,0.982,319.49,0
31.75,975.75,-1.29,-0.52,-1040.61,-0.002999999999999999,-0.003000000000000001,0.994,317.02,0
32.24,975.94,-1.31,-5.31,-4666.78,0.083,-0.002,0.983,315.41,0
32.0,975.94,-1.48,0.6599999999999997,-640.31,-0.019999999999999997,-0.004,0.998,315.38,0
32.31,976.11,-0.97,-1.82,-1591.7,0.023,0.005,0.989,313.93,0
30.3,975.48,-1.14,-0.72,-328.73,0.002,0.004,0.986,319.35,0
30.9,975.45,-1.11,-0.54,-51.08999999999992,0.0010000000000000005,0.0009999999999999992,0.996,319.57,0
31.72,975.84,-1.59,0.6500000000000001,-2474.88,-0.019999999999999997,-0.008000000000000002,0.994,316.22,0
31.65,975.59,-1.13,1.82,-2133.97,-0.037,0.006,0.994,318.35,0
32.01,975.99,-1.55,-0.84,-430.27,0.005,-0.007000000000000001,0.992,314.93,0
31.85,975.92,-1.46,0.6500000000000001,-1129.49,-0.021999999999999992,-0.006,0.997,315.55,0
31.77,975.88,-1.49,0.6599999999999997,-1843.22,-0.023,-0.004999999999999999,0.998,315.9,0
32.14,975.96,-1.49,-0.8,-47.98999999999978,0.004,-0.002,0.995,315.21,0
30.93,975.24,-1.27,-3.7299999999999995,-4879.19,0.053,-0.0009999999999999992,0.985,321.33,0
32.25,976.17,-0.98,-1.81,-2006.68,0.025,0.0,0.995,313.43,0
32.66,976.17,-1.14,-0.52,-41.61000000000013,-0.001999999999999999,0.005,0.997,313.38,0
32.07,975.98,-1.48,-0.8,-169.12999999999988,0.003,-0.004999999999999999,0.997,315.07,0
32.26,976.14,-0.96,-1.83,-1882.21,0.024,0.005,0.994,313.64,0
31.78,975.73,-1.21,-0.55,-987.3,-0.001,-0.003000000000000001,0.996,317.21,0
32.22,975.38,-1.27,-1.04,-1785.29,0.008,-0.002,0.994,320.15,0
32.43,975.2,-49.89999999999999,6.05,-3141.95,0.976,-0.098,2.032,321.71,1
32.1,975.1,-1.29,-3.75,-5097.72,0.059,-0.004,0.991,322.57,0
31.84,975.71,-1.32,-0.51,-710.0,0.0010000000000000005,-0.0009999999999999992,0.998,317.3,0
31.54,975.49,-1.16,1.84,-2457.41,-0.04,0.0,0.992,319.25,0
32.13,975.94,-1.38,-5.29,-3960.5,0.082,-0.006,0.985,315.34,0
32.31,975.4,-2.67,-2.29,-1216.65,-0.019000000000000003,-0.037,0.53,319.99,1
32.93,976.19,-1.07,-0.25,-359.0,-0.007000000000000001,0.0009999999999999992,0.997,313.22,0
31.83,975.9,-1.53,0.6199999999999999,-1204.77,-0.019999999999999997,-0.007000000000000001,0.997,315.7,0
32.02,975.75,-1.23,-0.5,-582.27,0.0,0.002,0.993,316.96,0
32.21,976.16,-0.98,-1.79,-2233.64,0.026999999999999996,0.0009999999999999992,0.991,313.48,0
31.93,975.51,-1.13,-0.83,-238.77999999999997,0.003,0.0,1.001,319.09,0
32.68,976.17,-1.07,-0.24,-537.5300000000002,-0.004999999999999999,0.004,1.0,313.39,0
31.77,975.88,-1.54,0.6399999999999999,-1812.83,-0.018000000000000002,-0.004999999999999999,0.994,315.91,0
32.3,975.95,-1.61,-4.84,-4590.75,0.074,-0.004999999999999999,0.99,315.31,0
32.17,976.11,-1.05,-1.8,-2528.36,0.022,0.003,1.001,313.91,0
31.9,975.91,-1.51,0.5900000000000001,-984.76,-0.016,-0.006,0.999,315.65,0
32.32,976.11,-1.01,-1.84,-1558.56,0.023,0.0009999999999999992,0.993,313.87,0
31.68,975.82,-1.58,0.6399999999999999,-2790.65,-0.017,-0.003000000000000001,0.995,316.37,0
32.26,976.11,-1.05,-1.84,-1733.83,0.022,0.005,0.993,313.9,0
27.57,975.36,-1.12,-0.7,-512.98,0.005,-0.002,1.001,320.38,0
32.05,975.12,-1.29,-3.7299999999999995,-5062.02,0.055,-0.002,0.987,322.39,0
33.55,976.04,-1.39,-5.24,-3731.18,0.081,-0.002,0.983,314.53,0
31.6,975.38,-1.13,-0.5,-2.0700000000001637,-0.002999999999999999,0.003,0.992,320.21,0
32.11,975.77,-1.24,-0.52,-550.4400000000003,0.0,0.002,0.996,316.86,0
32.31,975.01,-1.3,-3.7299999999999995,-5214.77,0.056,-0.004,0.988,323.34,0
32.52,975.46,-1.11,-0.52,-26.5,-0.001,0.002,0.999,319.46,0
32.23,976.14,-1.05,-1.77,-2045.36,0.020999999999999998,-0.002,1.001,313.62,0
32.24,976.16,-1.02,-1.83,-2117.82,0.023,0.004,0.996,313.52,0
21.22,974.96,-1.32,-3.67,-4576.57,0.055,-0.0009999999999999992,0.983,323.74,1
26.22,975.46,-1.13,-0.66,-426.0,0.0010000000000000005,-0.003000000000000001,0.991,319.47,1
32.15,975.91,82.79,-6.93,-4742.18,0.062000000000000006,0.521,-0.44799999999999995,315.61,1
32.27,976.14,-1.02,-1.82,-1795.95,0.025,0.003,0.994,313.62,0
32.12,975.48,-1.13,-0.87,-748.55,0.005,0.002,0.992,319.34,0
31.64,975.56,-1.15,1.84,-2185.39,-0.039,0.0009999999999999992,0.992,318.59,0
32.33,976.05,-0.91,-6.34,-2875.68,0.101,0.0,0.979,314.39,0
32.67,976.17,-1.11,-0.52,-70.81999999999994,0.002,0.0,0.998,313.41,0
31.73,975.82,-1.57,0.6199999999999999,-2444.13,-0.021000000000000005,-0.007000000000000001,0.998,316.43,0
31.66,975.66,-1.25,-0.52,-1654.1,-0.001999999999999999,-0.004,0.997,317.77,0
31.95,975.47,-1.17,-0.84,-274.06999999999994,0.009,0.002,0.992,319.42,0
31.7,975.65,-1.17,1.9000000000000001,-1822.28,-0.04,0.003,0.998,317.85,0
30.33,975.46,-1.1,-0.74,-153.23000000000025,0.004,0.002,0.989,319.49,0
31.96,975.93,-1.44,0.6399999999999999,-766.96,-0.016,-0.006,1.004,315.48,0
32.36,975.08,-1.32,-4.14,-3448.94,0.063,-0.004,0.99,322.75,0
31.81,975.89,-1.44,0.5999999999999999,-1240.08,-0.021000000000000005,-0.003000000000000001,1.0,315.84,0
32.22,976.02,-0.83,-7.66,-3202.41,0.149,0.018,0.996,314.71,0
32.45,975.04,-1.21,-3.7799999999999994,-3814.3500000000004,0.055,-0.002,0.988,323.12,0
32.21,975.47,-1.28,1.09,-936.8499999999999,-0.029000000000000005,-0.004999999999999999,1.003,319.38,0
32.31,976.07,-0.91,-6.33,-2923.76,0.09899999999999999,0.003,0.981,314.27,0
31.75,975.73,-1.25,-0.55,-1035.21,-0.001,0.0009999999999999992,0.991,317.19,0
32.21,976.14,-1.04,-1.81,-2349.49,0.023,-0.0009999999999999992,0.997,313.69,0
31.73,975.81,-1.6,0.6100000000000001,-2068.54,-0.017,-0.006,0.999,316.47,0
32.43,976.14,-1.05,-1.86,-1305.0700000000002,0.024,0.0,0.987,313.65,0
32.23,975.93,-1.48,-4.5,-4324.52,0.073,-0.009,0.986,315.47,0
31.74,975.84,-1.59,0.6199999999999999,-2284.94,-0.021000000000000005,-0.003000000000000001,0.993,316.25,0
31.78,975.73,-1.17,-0.54,-928.8299999999999,0.0010000000000000005,0.0,1.002,317.16,0
32.23,976.14,-1.09,-1.8,-2035.69,0.022,0.005,0.99,313.68,0
32.53,975.99,-1.13,-6.26,-3255.21,0.09800000000000002,0.002,0.985,314.9,0
32.44,975.05,-1.29,-3.8,-3728.22,0.056,0.0009999999999999992,0.985,322.98,0
31.95,975.49,-1.15,-0.84,-329.94000000000005,0.005,0.0,0.989,319.22,0
32.36,975.08,-1.33,-4.15,-3418.84,0.064,-0.002,0.983,322.75,0
